hour,weekday,dom,predicted_bikes
19,1,4,15.4234899139757
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
17,1,4,15.53040537659378
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
19,1,4,15.4234899139757
22,1,4,15.26311672004858
22,1,4,15.26311672004858
17,1,4,15.53040537659378
22,1,4,15.26311672004858
23,1,4,15.209658988739541
20,1,4,15.37003218266666
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
16,1,4,15.583863107902818
20,1,4,15.37003218266666
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
18,1,4,15.476947645284739
22,1,4,15.26311672004858
23,1,4,15.209658988739541
21,1,4,15.31657445135762
17,3,1,6.855430620751072
20,1,4,15.37003218266666
20,1,4,15.37003218266666
15,1,4,15.63732083921186
16,1,4,15.583863107902818
19,1,4,15.4234899139757
20,1,4,15.37003218266666
21,1,4,15.31657445135762
23,1,4,15.209658988739541
19,1,4,15.4234899139757
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
20,1,4,15.37003218266666
20,1,4,15.37003218266666
22,1,4,15.26311672004858
20,1,4,15.37003218266666
16,1,4,15.583863107902818
21,1,4,15.31657445135762
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
0,2,5,13.273959632412282
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
0,2,5,13.273959632412282
17,3,1,6.855430620751072
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,3,30,20.132902570136554
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
21,1,4,15.31657445135762
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
17,3,1,6.855430620751072
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
17,3,1,6.855430620751072
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
21,1,4,15.31657445135762
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
0,2,5,13.273959632412282
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
20,1,4,15.37003218266666
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
17,3,1,6.855430620751072
23,1,4,15.209658988739541
0,2,5,13.273959632412282
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
0,2,5,13.273959632412282
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
17,3,1,6.855430620751072
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
13,1,4,15.744236301829938
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
17,3,1,6.855430620751072
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
18,1,4,15.476947645284739
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
18,1,4,15.476947645284739
23,1,4,15.209658988739541
23,1,4,15.209658988739541
20,1,4,15.37003218266666
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
21,1,4,15.31657445135762
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
0,2,5,13.273959632412282
23,1,4,15.209658988739541
18,1,4,15.476947645284739
21,1,4,15.31657445135762
21,1,4,15.31657445135762
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
18,1,4,15.476947645284739
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
21,1,4,15.31657445135762
23,1,4,15.209658988739541
20,1,4,15.37003218266666
23,1,4,15.209658988739541
0,2,5,13.273959632412282
20,1,4,15.37003218266666
23,1,4,15.209658988739541
20,1,4,15.37003218266666
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
21,1,4,15.31657445135762
23,1,4,15.209658988739541
12,1,4,15.797694033138978
23,1,4,15.209658988739541
22,1,4,15.26311672004858
19,1,4,15.4234899139757
18,1,4,15.476947645284739
23,1,4,15.209658988739541
19,1,4,15.4234899139757
19,1,4,15.4234899139757
18,1,4,15.476947645284739
23,1,4,15.209658988739541
0,1,4,16.439186808847452
21,1,4,15.31657445135762
20,1,4,15.37003218266666
19,1,4,15.4234899139757
17,3,1,6.855430620751072
22,1,4,15.26311672004858
23,1,4,15.209658988739541
20,1,4,15.37003218266666
23,1,4,15.209658988739541
22,1,4,15.26311672004858
21,1,4,15.31657445135762
18,1,4,15.476947645284739
19,1,4,15.4234899139757
23,1,4,15.209658988739541
0,2,5,13.273959632412282
16,1,4,15.583863107902818
0,2,5,13.273959632412282
21,1,4,15.31657445135762
21,1,4,15.31657445135762
23,1,4,15.209658988739541
20,1,4,15.37003218266666
0,2,5,13.273959632412282
22,1,4,15.26311672004858
18,1,4,15.476947645284739
20,1,4,15.37003218266666
23,1,4,15.209658988739541
20,1,4,15.37003218266666
20,1,4,15.37003218266666
23,1,4,15.209658988739541
23,1,4,15.209658988739541
21,1,4,15.31657445135762
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
19,1,4,15.4234899139757
17,3,1,6.855430620751072
21,1,4,15.31657445135762
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
18,1,4,15.476947645284739
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
21,1,4,15.31657445135762
23,1,4,15.209658988739541
20,1,4,15.37003218266666
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
16,1,4,15.583863107902818
23,1,4,15.209658988739541
22,1,4,15.26311672004858
17,1,4,15.53040537659378
21,1,4,15.31657445135762
21,1,4,15.31657445135762
18,1,4,15.476947645284739
16,1,4,15.583863107902818
23,1,4,15.209658988739541
21,1,4,15.31657445135762
22,1,4,15.26311672004858
21,1,4,15.31657445135762
19,1,4,15.4234899139757
21,1,4,15.31657445135762
23,1,4,15.209658988739541
0,2,5,13.273959632412282
22,1,4,15.26311672004858
23,1,4,15.209658988739541
20,1,4,15.37003218266666
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
19,1,4,15.4234899139757
23,1,4,15.209658988739541
0,2,5,13.273959632412282
19,1,4,15.4234899139757
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
23,1,4,15.209658988739541
21,1,4,15.31657445135762
1,1,4,16.385729077538414
19,1,4,15.4234899139757
23,1,4,15.209658988739541
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
21,1,4,15.31657445135762
20,1,4,15.37003218266666
0,2,5,13.273959632412282
20,1,4,15.37003218266666
23,1,4,15.209658988739541
22,1,4,15.26311672004858
23,1,4,15.209658988739541
21,1,4,15.31657445135762
23,1,4,15.209658988739541
23,1,4,15.209658988739541
20,1,4,15.37003218266666
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
21,1,4,15.31657445135762
22,1,4,15.26311672004858
22,1,4,15.26311672004858
20,1,4,15.37003218266666
21,1,4,15.31657445135762
23,1,4,15.209658988739541
19,1,4,15.4234899139757
18,1,4,15.476947645284739
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
21,1,4,15.31657445135762
23,1,4,15.209658988739541
21,1,4,15.31657445135762
17,1,4,15.53040537659378
21,1,4,15.31657445135762
0,2,5,13.273959632412282
20,1,4,15.37003218266666
0,2,5,13.273959632412282
23,1,4,15.209658988739541
23,1,4,15.209658988739541
21,1,4,15.31657445135762
18,1,4,15.476947645284739
23,1,4,15.209658988739541
23,1,4,15.209658988739541
0,2,5,13.273959632412282
21,1,4,15.31657445135762
21,1,4,15.31657445135762
21,1,4,15.31657445135762
23,1,4,15.209658988739541
23,1,4,15.209658988739541
20,1,4,15.37003218266666
21,1,4,15.31657445135762
22,1,4,15.26311672004858
22,1,4,15.26311672004858
22,1,4,15.26311672004858
0,2,5,13.273959632412282
21,1,4,15.31657445135762
23,1,4,15.209658988739541
22,1,4,15.26311672004858
21,1,4,15.31657445135762
23,1,4,15.209658988739541
21,1,4,15.31657445135762
17,3,1,6.855430620751072
23,1,4,15.209658988739541
23,1,4,15.209658988739541
20,1,4,15.37003218266666
21,1,4,15.31657445135762
19,1,4,15.4234899139757
23,1,4,15.209658988739541
20,1,4,15.37003218266666
20,1,4,15.37003218266666
19,1,4,15.4234899139757
20,1,4,15.37003218266666
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
23,1,4,15.209658988739541
18,1,4,15.476947645284739
22,1,4,15.26311672004858
21,1,4,15.31657445135762
23,1,4,15.209658988739541
21,1,4,15.31657445135762
22,1,4,15.26311672004858
20,1,4,15.37003218266666
23,1,4,15.209658988739541
22,1,4,15.26311672004858
19,1,4,15.4234899139757
21,1,4,15.31657445135762
23,1,4,15.209658988739541
18,1,4,15.476947645284739
22,1,4,15.26311672004858
17,1,4,15.53040537659378
20,1,4,15.37003218266666
21,1,4,15.31657445135762
21,1,4,15.31657445135762
23,1,4,15.209658988739541
23,1,4,15.209658988739541
21,1,4,15.31657445135762
22,1,4,15.26311672004858
23,1,4,15.209658988739541
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
19,1,4,15.4234899139757
21,1,4,15.31657445135762
21,1,4,15.31657445135762
20,1,4,15.37003218266666
22,1,4,15.26311672004858
19,1,4,15.4234899139757
17,1,4,15.53040537659378
20,1,4,15.37003218266666
20,1,4,15.37003218266666
21,1,4,15.31657445135762
23,1,4,15.209658988739541
21,1,4,15.31657445135762
22,1,4,15.26311672004858
21,1,4,15.31657445135762
0,2,5,13.273959632412282
22,1,4,15.26311672004858
22,1,4,15.26311672004858
23,1,4,15.209658988739541
21,1,4,15.31657445135762
